priority_rank,recovery_priority_score,recovery_class,recommended_recovery_track,canonical_game_key,game_name,developer,game_url,in_mini_catalog,missing_rank_rows,rank1_missing_rows,top5_missing_rows,top10_missing_rows,top20_missing_rows,best_missing_rank,first_missing_rank_date,last_missing_rank_date,missing_rank_span_days,ranking_types_with_missing,categories_with_missing,sample_missing_dates,has_any_observed_play_count,first_observed_play_count_date,first_observed_play_count,first_observed_play_count_source,first_observed_after_first_missing_days,first_observed_after_last_missing_days,latest_observed_play_count_date,latest_observed_play_count,missing_rows_on_or_after_first_observation,catalog_first_seen_date,catalog_last_seen_date,catalog_best_rank,catalog_top_n_appearances,catalog_listing_play_count_rows,catalog_max_listing_play_count_observed,metrics_status,metrics_rows,first_metric_date,last_metric_date,no_history_evidence_bucket,page_gap_status,count_source_probe_status,alternate_endpoint_cdx_rows,endpoint_observations,candidates_with_cdx_rows,recovered_count_rows,current_live_metric_status,observed_categories,platform_flags,classification_confidence
1946,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/mariuskintzs/w-house-version-0-0-2,W. House Version 0.0.2,Mariuskintzs,http://www.kongregate.com/games/Mariuskintzs/w-house-version-0-0-2,yes,1,0,0,0,1,17,2017-05-05,2017-05-05,0,newest (1),,2017-05-05,yes,2026-06-30,140,live_metrics_json,3343,3343,2026-06-30,140,0,2017-05-05,2017-05-05,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1947,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/enagamess/the-vessel,The Vessel,Enagamess,http://www.kongregate.com/games/Enagamess/the-vessel,yes,1,0,0,0,1,17,2017-05-25,2017-05-25,0,newest (1),,2017-05-25,yes,2026-06-30,493,live_metrics_json,3323,3323,2026-06-30,493,0,2017-05-25,2017-05-25,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1948,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/anzefuto/pantscuer02,pantscuer02,Anzefuto,http://www.kongregate.com/games/Anzefuto/pantscuer02,yes,1,0,0,0,1,17,2017-05-26,2017-05-26,0,newest (1),,2017-05-26,yes,2026-06-30,112,live_metrics_json,3322,3322,2026-06-30,112,0,2017-05-26,2017-05-26,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1949,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/starvingstudios/cracking-open-a-cold-one-with-the-boys-simulator-2017,Cracking Open A Cold One With The Boys Simulator 2017,StarvingStudios,http://www.kongregate.com/games/StarvingStudios/cracking-open-a-cold-one-with-the-boys-simulator-2017,yes,1,0,0,0,1,17,2017-06-04,2017-06-04,0,newest (1),,2017-06-04,yes,2026-06-30,783,live_metrics_json,3313,3313,2026-06-30,783,0,2017-06-04,2017-06-04,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1950,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/gamesforgirlz/ice-cream-sandwich-cake,Ice Cream Sandwich Cake,gamesforgirlz,http://www.kongregate.com/games/gamesforgirlz/ice-cream-sandwich-cake,yes,1,0,0,0,1,17,2017-06-15,2017-06-15,0,newest (1),,2017-06-15,yes,2026-06-30,172,live_metrics_json,3302,3302,2026-06-30,172,0,2017-06-15,2017-06-15,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1951,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/spacegrid/run-for-athena,Run For Athena!,spacegrid,http://www.kongregate.com/games/spacegrid/run-for-athena,yes,1,0,0,0,1,17,2017-06-16,2017-06-16,0,newest (1),,2017-06-16,yes,2026-06-30,81,live_metrics_json,3301,3301,2026-06-30,81,0,2017-06-16,2017-06-16,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1952,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/enagamess/mask-area,Mask Area,Enagamess,http://www.kongregate.com/games/Enagamess/mask-area,yes,1,0,0,0,1,17,2017-06-25,2017-06-25,0,newest (1),,2017-06-25,yes,2026-06-30,313,live_metrics_json,3292,3292,2026-06-30,313,0,2017-06-25,2017-06-25,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1953,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/charboozi/badlands-online-alpha,Badlands[Online] Alpha,charboozi,http://www.kongregate.com/games/charboozi/badlands-online-alpha,yes,1,0,0,0,1,17,2017-07-03,2017-07-03,0,newest (1),,2017-07-03,yes,2026-06-30,574,live_metrics_json,3284,3284,2026-06-30,574,0,2017-07-03,2017-07-03,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1954,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/sgtwombatstudios/idle-glow-bugs,Idle Glow Bugs,sgtwombatstudios,http://www.kongregate.com/games/sgtwombatstudios/idle-glow-bugs,yes,1,0,0,0,1,17,2017-07-12,2017-07-12,0,newest (1),,2017-07-12,yes,2026-06-30,7564,live_metrics_json,3275,3275,2026-06-30,7564,0,2017-07-12,2017-07-12,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1955,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/spacegrid/warriors,Warriors,spacegrid,http://www.kongregate.com/games/spacegrid/warriors,yes,1,0,0,0,1,17,2017-07-20,2017-07-20,0,newest (1),,2017-07-20,yes,2026-06-30,223,live_metrics_json,3267,3267,2026-06-30,223,0,2017-07-20,2017-07-20,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1956,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/enagamess/bat-palace,Bat Palace,Enagamess,http://www.kongregate.com/games/Enagamess/bat-palace,yes,1,0,0,0,1,17,2017-07-28,2017-07-28,0,newest (1),,2017-07-28,yes,2026-06-30,295,live_metrics_json,3259,3259,2026-06-30,295,0,2017-07-28,2017-07-28,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1957,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/dumitru_v/sky-guardian,Sky Guardian,Dumitru_V,http://www.kongregate.com/games/Dumitru_V/sky-guardian,yes,1,0,0,0,1,17,2017-07-29,2017-07-29,0,newest (1),,2017-07-29,yes,2026-06-30,413,live_metrics_json,3258,3258,2026-06-30,413,0,2017-07-29,2017-07-29,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1958,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/masternegm/summoners-tale,Summoner's Tale,masternegm,http://www.kongregate.com/games/masternegm/summoners-tale,yes,1,0,0,0,1,17,2017-08-05,2017-08-05,0,newest (1),,2017-08-05,yes,2026-06-30,275,live_metrics_json,3251,3251,2026-06-30,275,0,2017-08-05,2017-08-05,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1959,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/augustoa150/paint-the-block,Paint the block,AugustoA150,http://www.kongregate.com/games/AugustoA150/paint-the-block,yes,1,0,0,0,1,17,2017-08-11,2017-08-11,0,newest (1),,2017-08-11,yes,2026-06-30,179,live_metrics_json,3245,3245,2026-06-30,179,0,2017-08-11,2017-08-11,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1960,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/pixelcounter/pixeldog-beach-run,PixelDog: Beach Run,PixelCounter,http://www.kongregate.com/games/PixelCounter/pixeldog-beach-run,yes,1,0,0,0,1,17,2017-08-17,2017-08-17,0,newest (1),,2017-08-17,yes,2026-06-30,148,live_metrics_json,3239,3239,2026-06-30,148,0,2017-08-17,2017-08-17,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1961,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/top10newgames/find-the-tusk,Find The Tusk,top10newgames,http://www.kongregate.com/games/top10newgames/find-the-tusk,yes,1,0,0,0,1,17,2017-08-23,2017-08-23,0,newest (1),,2017-08-23,yes,2026-06-30,538,live_metrics_json,3233,3233,2026-06-30,538,0,2017-08-23,2017-08-23,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1962,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/brvasil/raging-fist,Raging Fist,brvasil,http://www.kongregate.com/games/brvasil/raging-fist,yes,1,0,0,0,1,17,2017-08-25,2017-08-25,0,newest (1),,2017-08-25,yes,2026-06-30,265,live_metrics_json,3231,3231,2026-06-30,265,0,2017-08-25,2017-08-25,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1963,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/kovida/voxel-aliens,Voxel Aliens,Kovida,http://www.kongregate.com/games/Kovida/voxel-aliens,yes,1,0,0,0,1,17,2017-09-04,2017-09-04,0,newest (1),,2017-09-04,yes,2026-06-30,162,live_metrics_json,3221,3221,2026-06-30,162,0,2017-09-04,2017-09-04,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1964,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/gamer70008000/copter-boat-takedown,Copter Boat Takedown,gamer70008000,http://www.kongregate.com/games/gamer70008000/copter-boat-takedown,yes,1,0,0,0,1,17,2017-09-13,2017-09-13,0,newest (1),,2017-09-13,yes,2026-06-30,163,live_metrics_json,3212,3212,2026-06-30,163,0,2017-09-13,2017-09-13,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1965,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/enagamess/the-locker-military-secret-place,The Locker - Military Secret Place,Enagamess,http://www.kongregate.com/games/Enagamess/the-locker-military-secret-place,yes,1,0,0,0,1,17,2017-09-20,2017-09-20,0,newest (1),,2017-09-20,yes,2026-06-30,194,live_metrics_json,3205,3205,2026-06-30,194,0,2017-09-20,2017-09-20,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1966,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/enagamess/the-true-criminal-saloon-escape,The True Criminal - Saloon Escape,Enagamess,http://www.kongregate.com/games/Enagamess/the-true-criminal-saloon-escape,yes,1,0,0,0,1,17,2017-10-08,2017-10-08,0,newest (1),,2017-10-08,yes,2026-06-30,286,live_metrics_json,3187,3187,2026-06-30,286,0,2017-10-08,2017-10-08,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1967,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/talhaa1008/heyooo,HEyooo,talhaa1008,http://www.kongregate.com/games/talhaa1008/heyooo,yes,1,0,0,0,1,17,2017-10-15,2017-10-15,0,newest (1),,2017-10-15,yes,2026-06-30,80,live_metrics_json,3180,3180,2026-06-30,80,0,2017-10-15,2017-10-15,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1968,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/paulliam80/madness-project-nexus-party-mod,Madness Project Nexus [Party Mod],paulliam80,https://www.kongregate.com/games/paulliam80/madness-project-nexus-party-mod,yes,1,0,0,0,1,17,2018-05-07,2018-05-07,0,category_top (1),shooter (1),2018-05-07,yes,2019-11-13,694052,metrics_json,555,555,2026-06-30,777747,0,2018-05-07,2023-11-25,16,31,0,,has_metrics,3,2019-11-13,2026-06-30,,,,,,,,,,,
1969,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/tntninja05/zombie-escape,Zombie escape,tntninja05,https://www.kongregate.com/games/tntninja05/zombie-escape,yes,1,0,0,0,1,17,2019-08-25,2019-08-25,0,newest (1),,2019-08-25,yes,2026-06-30,139,live_metrics_json,2501,2501,2026-06-30,139,0,2019-08-25,2019-08-25,17,1,0,,has_metrics,1,2026-06-30,2026-06-30,,,,,,,,,,,
1970,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/bluemammoth/dungeon-blitz,Dungeon Blitz,BlueMammoth,https://www.kongregate.com/games/BlueMammoth/dungeon-blitz,yes,1,0,0,0,1,17,2019-10-22,2019-10-22,0,category_top (1),adventure (1),2019-10-22,yes,2020-12-10,1165564,metrics_json,415,415,2020-12-10,1165564,0,2019-10-22,2019-10-22,17,1,0,,has_metrics,1,2020-12-10,2020-12-10,,,,,,,,,,,
1971,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/lu_muja/zs-dead-detective-pumpkin-dead,ZS Dead Detective - Pumpkin Dead,Lu_Muja,https://www.kongregate.com/games/Lu_Muja/zs-dead-detective-pumpkin-dead,yes,1,0,0,0,1,17,2020-01-02,2020-01-02,0,category_top (1),puzzle (1),2020-01-02,yes,2020-03-06,27426,metrics_json,64,64,2026-06-30,89295,0,2020-01-02,2020-01-02,17,1,0,,has_metrics,7,2020-03-06,2026-06-30,,,,,,,,,,,
1972,110,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/lozzajp/maptroid,Maptroid,lozzajp,https://www.kongregate.com/games/lozzajp/maptroid,yes,1,0,0,0,1,17,2020-06-07,2020-06-07,0,category_top (1),puzzle (1),2020-06-07,yes,2020-06-22,67260,metrics_json,15,15,2026-07-04,244300,0,2020-06-07,2020-06-07,17,1,0,,has_metrics,17,2020-06-22,2026-06-30,,,,,,,,,,,
1973,65,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/webcypher/sift-heads-world-act-5-an-exotic-job,Sift Heads World Act 5 - An Exotic Job,WebCypher,https://www.kongregate.com/games/WebCypher/sift-heads-world-act-5-an-exotic-job,yes,4,0,0,0,4,20,2024-06-12,2024-08-22,71,category_top (4),shooter (4),2024-06-12; 2024-06-13; 2024-07-05; 2024-08-22,yes,2025-11-22,156600,ranked_listing,528,457,2026-07-04,160600,0,2024-06-12,2024-08-22,20,4,0,,has_metrics,1,2026-07-01,2026-07-01,,,,,,,,,,,
1974,60,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/exileng/ng-space-company,NG Space Company,ExileNG,http://www.kongregate.com/games/ExileNG/ng-space-company,yes,1,0,0,0,1,19,2024-01-21,2024-01-21,0,homepage_module (1),,2024-01-21,yes,2024-04-06,73368,metrics_json,76,76,2025-08-15,143769,0,2024-01-21,2024-01-21,19,1,0,,has_metrics,3,2024-04-06,2025-08-15,,,,,,,,,,,
1975,50,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/webcypher/sift-heads-world-act-4-cold-memories,Sift Heads World Act 4 - Cold Memories,,https://www.kongregate.com/en/games/WebCypher/sift-heads-world-act-4-cold-memories,no,5,0,0,0,0,26,2025-11-22,2026-01-03,42,category_top (5),shooter (5),2025-11-22; 2025-12-10; 2025-12-19; 2025-12-31; 2026-01-03,yes,2026-01-08,157600,ranked_listing,47,5,2026-07-04,160900,0,,,,,,,,,,,,not_checked,,,,,,,,,
1976,35,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/gameinabottle/reeelz,Reeelz,gameinabottle,https://www.kongregate.com/en/games/gameinabottle/reeelz,yes,1,0,0,0,1,20,2025-10-09,2025-10-09,0,category_top (1),action (1),2025-10-09,yes,2025-12-03,197800,ranked_listing,55,55,2026-07-04,204700,0,2025-10-09,2026-04-15,20,8,7,204600,has_metrics,1,2026-06-29,2026-06-29,,,,,,,,,,,
1977,30,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/venbrux/karoshi-suicide-salaryman,Karoshi : Suicide Salaryman,,https://www.kongregate.com/en/games/Venbrux/karoshi-suicide-salaryman,no,3,0,0,0,0,49,2025-11-22,2026-01-02,41,category_top (3),puzzle (3),2025-11-22; 2025-12-20; 2026-01-02,yes,2026-01-08,719300,ranked_listing,47,6,2026-07-02,723100,0,,,,,,,,,,,,not_checked,,,,,,,,,
1978,20,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/fr0z3nf1r3/symphonic-td,Symphonic TD,,http://www.kongregate.com/en/games/Fr0z3nf1r3/symphonic-td,no,2,0,0,0,0,30,2025-11-16,2026-01-03,48,category_top (2),tower-defense (2),2025-11-16; 2026-01-03,yes,2026-01-30,255500,ranked_listing,75,27,2026-07-04,257500,0,,,,,,,,,,,,not_checked,,,,,,,,,
1979,20,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/spryfox/steambirds-survival,Steambirds: Survival,,https://www.kongregate.com/en/games/spryfox/steambirds-survival,no,2,0,0,0,0,35,2025-11-22,2026-01-05,44,category_top (2),strategy (2),2025-11-22; 2026-01-05,yes,2026-03-21,545600,ranked_listing,119,75,2026-07-04,546600,0,,,,,,,,,,,,not_checked,,,,,,,,,
1980,20,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/armorgames/colony,Colony,,https://www.kongregate.com/en/games/ArmorGames/colony,no,2,0,0,0,0,37,2025-11-22,2026-01-05,44,category_top (2),strategy (2),2025-11-22; 2026-01-05,yes,2026-03-21,625700,ranked_listing,119,75,2026-07-04,626800,0,,,,,,,,,,,,not_checked,,,,,,,,,
1981,20,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/urbansquall/battalion-nemesis,Battalion: Nemesis,,https://www.kongregate.com/en/games/urbansquall/battalion-nemesis,no,2,0,0,0,0,43,2025-11-22,2026-01-05,44,category_top (2),strategy (2),2025-11-22; 2026-01-05,yes,2026-03-21,4800000,ranked_listing,119,75,2026-07-04,4800000,0,,,,,,,,,,,,not_checked,,,,,,,,,
1982,20,earlier_history_needed,"Search earlier game-page, metrics, developer/account-list, and category/list captures before the first observed play count.",www.kongregate.com/games/djstatika/warlords-2-rise-of-demons,Warlords 2: Rise of Demons,,https://www.kongregate.com/en/games/DJStatika/warlords-2-rise-of-demons,no,2,0,0,0,0,49,2025-11-22,2026-01-05,44,category_top (2),strategy (2),2025-11-22; 2026-01-05,yes,2026-03-21,747400,ranked_listing,119,75,2026-07-04,750400,0,,,,,,,,,,,,not_checked,,,,,,,,,
